,val_loss,loss,val_iou,lr
60,10.108941078186035,2.3584009375715183,0.9344,1.6000001323845936e-06
61,12.301023483276367,2.3566059225274687,0.9344,1.6000001323845936e-06
62,4.195431709289551,2.348997367330974,0.9345,1.6000001323845936e-06
63,12.922853469848633,2.3577158961138447,0.9344,1.6000001323845936e-06
64,4.619727611541748,2.3535832289067784,0.9345,1.6000001323845936e-06
65,25.650814056396484,2.3480024001600914,0.9344,1.6000001323845936e-06
66,4.193404197692871,2.350124938031764,0.9344,1.6000001323845936e-06
67,7.138566493988037,2.3404005237084893,0.9344,3.200000264769187e-07
68,12.77093505859375,2.3428991770352923,0.9344,3.200000264769187e-07
69,25.27606201171875,2.344059763471888,0.9344,3.200000264769187e-07
70,24.477630615234375,2.346613106533806,0.9344,3.200000264769187e-07
71,14.873425483703613,2.343218729951854,0.9344,3.200000264769187e-07
72,15.453399658203125,2.343052343357728,0.9344,3.200000264769187e-07
73,8.659923553466797,2.34599214787976,0.9344,3.200000264769187e-07
74,8.248392105102539,2.3440531199269508,0.9344,3.200000264769187e-07
75,6.708585739135742,2.344433090701571,0.9344,3.200000264769187e-07
76,13.453950881958008,2.3425366488510106,0.9344,3.200000264769187e-07
77,5.249499320983887,2.3394660267452374,0.9344,1.0000000116860974e-07
78,10.028735160827637,2.3425634584490926,0.9344,1.0000000116860974e-07
79,4.558027744293213,2.339267443790333,0.9344,1.0000000116860974e-07
80,8.480145454406738,2.338787363379131,0.9344,1.0000000116860974e-07
81,6.0764241218566895,2.3429810315409445,0.9344,1.0000000116860974e-07
82,8.035005569458008,2.3459459024773572,0.9344,1.0000000116860974e-07
83,7.159850120544434,2.343848593842867,0.9344,1.0000000116860974e-07
84,8.619317054748535,2.3435073044967933,0.9344,1.0000000116860974e-07
85,9.283634185791016,2.3458808907441138,0.9344,1.0000000116860974e-07
86,6.855912208557129,2.3414736401429908,0.9344,1.0000000116860974e-07
87,5.396090030670166,2.3414599180060307,0.9344,1.0000000116860974e-07
88,14.342708587646484,2.3364025731069367,0.9344,1.0000000116860974e-07
89,19.67372703552246,2.339308745536418,0.9344,1.0000000116860974e-07
90,6.106518745422363,2.3369570318519255,0.9344,1.0000000116860974e-07
91,8.123102188110352,2.3446432266497133,0.9344,1.0000000116860974e-07
92,9.691062927246094,2.3400716246067397,0.9344,1.0000000116860974e-07
93,315.6868896484375,2.3416356443418196,0.9344,1.0000000116860974e-07
94,4.984757423400879,2.339800676027115,0.9344,1.0000000116860974e-07
95,20.278810501098633,2.3370953702186834,0.9344,1.0000000116860974e-07
96,10.132505416870117,2.3411175925586845,0.9344,1.0000000116860974e-07
97,5.951568603515625,2.3404963861970236,0.9344,1.0000000116860974e-07
98,13.632261276245117,2.3382710637071398,0.9344,1.0000000116860974e-07
99,10.520442962646484,2.336672422615954,0.9344,1.0000000116860974e-07
