,val_loss,loss,val_iou,lr
0,5.541258811950684,20.71844929270254,0.9144,0.0010000000474974513
1,51.527748107910156,17.46015163681639,0.9146,0.0010000000474974513
2,20.276962280273438,16.37320986589377,0.9101,0.0010000000474974513
3,19.54572296142578,15.026538154982903,0.9217,0.0010000000474974513
4,47.00642395019531,14.251663992006973,0.9225,0.0010000000474974513
5,20.412487030029297,13.106877067145975,0.9018,0.0010000000474974513
6,15.337333679199219,12.194202979597376,0.9217,0.0010000000474974513
7,15.204170227050781,11.84648107748913,0.9146,0.0010000000474974513
8,12.493304252624512,11.128300629007935,0.9257,0.0010000000474974513
9,9.511676788330078,11.136561436669654,0.9236,0.0010000000474974513
10,11.666679382324219,10.141897975178091,0.9245,0.0010000000474974513
11,8.297090530395508,7.087670951254862,0.9336,0.00020000000949949026
12,20.971744537353516,6.396403655297528,0.933,0.00020000000949949026
13,4.994597434997559,5.978280965706452,0.936,0.00020000000949949026
14,16.07036781311035,5.654851315875445,0.9347,0.00020000000949949026
15,7.175168991088867,5.40301423304202,0.9355,0.00020000000949949026
16,3.8863861560821533,5.11904032173353,0.9344,0.00020000000949949026
17,32.14396667480469,4.925855283349463,0.9345,0.00020000000949949026
18,18.779630661010742,4.709389989808042,0.9342,0.00020000000949949026
19,11.242805480957031,4.543084014011542,0.9331,0.00020000000949949026
20,45.94944381713867,4.354536000580741,0.9344,0.00020000000949949026
21,9.319592475891113,4.185186074226139,0.9333,0.00020000000949949026
22,8.859378814697266,4.051408646289585,0.9328,0.00020000000949949026
23,14.073884963989258,3.892989542759599,0.9346,0.00020000000949949026
24,10.480386734008789,3.7678387584957442,0.9339,0.00020000000949949026
25,7.436820030212402,3.635065912673462,0.9346,0.00020000000949949026
26,5.097137928009033,3.4953507888761526,0.9334,0.00020000000949949026
27,6.0791015625,2.9629563635013256,0.9347,4.0000002627493814e-05
28,14.931740760803223,2.861428126889958,0.9346,4.0000002627493814e-05
29,5.040693283081055,2.801346414979846,0.9347,4.0000002627493814e-05
30,8.918797492980957,2.7629096578927705,0.9346,4.0000002627493814e-05
31,6.709687232971191,2.725631678220941,0.934,4.0000002627493814e-05
32,12.24512004852295,2.704815879293838,0.9347,4.0000002627493814e-05
33,18.64818572998047,2.6627612139427037,0.9348,4.0000002627493814e-05
34,21.590839385986328,2.6389838684658784,0.9348,4.0000002627493814e-05
35,5.0107102394104,2.611890206590123,0.9341,4.0000002627493814e-05
36,6.839982032775879,2.583308109648181,0.9346,4.0000002627493814e-05
37,13.595010757446289,2.4626303761449266,0.9345,8.000000889296643e-06
38,26.90008544921875,2.453189300264462,0.9346,8.000000889296643e-06
39,7.897028923034668,2.4411795849468714,0.9345,8.000000889296643e-06
40,6.048964500427246,2.431594130424064,0.9346,8.000000889296643e-06
41,6.281505584716797,2.4239322118895257,0.9344,8.000000889296643e-06
42,8.063163757324219,2.4283097622922734,0.9346,8.000000889296643e-06
43,6.782022953033447,2.4167037180467426,0.9346,8.000000889296643e-06
44,30.5096492767334,2.416470445480948,0.9345,8.000000889296643e-06
45,11.779643058776855,2.3999221929970282,0.9345,8.000000889296643e-06
46,10.23194408416748,2.39274914979705,0.9344,8.000000889296643e-06
47,16.17318344116211,2.3749276914247472,0.9345,1.6000001323845936e-06
48,8.075024604797363,2.36927213158814,0.9344,1.6000001323845936e-06
49,5.359647750854492,2.3716237844011894,0.9344,1.6000001323845936e-06
50,11.037206649780273,2.364613727306314,0.9344,1.6000001323845936e-06
51,6.447283744812012,2.3698910322476454,0.9344,1.6000001323845936e-06
52,15.502925872802734,2.370811171942037,0.9344,1.6000001323845936e-06
53,4.995067596435547,2.3622903794371295,0.9344,1.6000001323845936e-06
54,7.331974506378174,2.362013568532999,0.9344,1.6000001323845936e-06
55,9.5250825881958,2.3625649425656805,0.9344,1.6000001323845936e-06
56,3.6665749549865723,2.363266369906495,0.9344,1.6000001323845936e-06
57,19.818145751953125,2.3535573422850553,0.9345,1.6000001323845936e-06
58,29.877918243408203,2.3615143732933155,0.9344,1.6000001323845936e-06
59,6.6109771728515625,2.3581209438721165,0.9344,1.6000001323845936e-06
