,val_loss,val_accuracy,loss,accuracy
0,13447.8740234375,0.387016236782074,13347.349171250347,0.38645195960998535
1,9492.5205078125,0.387016236782074,11686.2509733091,0.3825652301311493
2,5499.7060546875,0.387016236782074,7740.426741003262,0.38506385684013367
3,1677.9097900390625,0.387016236782074,3203.2986058092724,0.3847862184047699
4,1258.7021484375,0.387016236782074,1544.3984819631455,0.3950583040714264
5,1967.225830078125,0.387016236782074,1461.4196852578646,0.3903386890888214
6,1673.001708984375,0.387016236782074,1450.596961920027,0.3958911597728729
7,1351.76220703125,0.387016236782074,1451.4125596999063,0.3936701714992523
8,1657.16455078125,0.387016236782074,1452.0094412338196,0.39200443029403687
9,1725.9696044921875,0.387016236782074,1435.1721110071228,0.3903386890888214
10,1169.2100830078125,0.387016236782074,1435.4574099323077,0.39228206872940063
11,1576.8558349609375,0.387016236782074,1438.8708136864068,0.39422541856765747
12,1766.435546875,0.387016236782074,1430.335574474684,0.3892281949520111
13,934.9401245117188,0.387016236782074,1420.7700925294325,0.3914491832256317
14,1404.060791015625,0.387016236782074,1418.0921800307337,0.3936701714992523
15,1331.8939208984375,0.387016236782074,1419.6286389288937,0.39117157459259033
16,1353.20166015625,0.387016236782074,1410.8790933205512,0.3917268216609955
17,1502.360595703125,0.387016236782074,1399.0398075288035,0.39117157459259033
18,1697.3875732421875,0.387016236782074,1403.2643858609367,0.39311492443084717
19,1341.014404296875,0.387016236782074,1393.5887016707297,0.39228206872940063
20,1708.1573486328125,0.387016236782074,1391.2047969769399,0.39422541856765747
21,1142.4307861328125,0.387016236782074,1384.743894654337,0.3914491832256317
22,1625.4168701171875,0.387016236782074,1376.474827149522,0.39422541856765747
23,1538.179443359375,0.387016236782074,1375.0885623845043,0.3906163275241852
24,1435.2283935546875,0.387016236782074,1368.6104592636252,0.39117157459259033
