,val_loss,val_classes_loss,val_coords_loss,loss,classes_loss,coords_loss,lr
0,1469.1622314453125,0.4942849278450012,2202.331787109375,2436.211899374401,0.6073585748672485,2435.630126953125,9.999999747378752e-05
1,1392.7852783203125,0.40541791915893555,2202.134033203125,2438.951062280048,0.5069445967674255,2438.468505859375,9.999999747378752e-05
2,2430.762451171875,0.3555852174758911,2204.825927734375,2437.616164049862,0.45528319478034973,2437.1591796875,9.999999747378752e-05
3,1982.0645751953125,0.3108258843421936,2203.662841796875,2437.5325706628632,0.4211921989917755,2437.11572265625,9.999999747378752e-05
4,2335.303955078125,0.2920714318752289,2204.5791015625,2437.4112160170503,0.3953085243701935,2436.983154296875,9.999999747378752e-05
5,3068.903564453125,0.273467093706131,2206.481689453125,2436.7540100470183,0.37404191493988037,2436.358154296875,9.999999747378752e-05
6,1810.8388671875,0.2607285678386688,2203.21923828125,2439.752638435162,0.35567453503608704,2439.4267578125,9.999999747378752e-05
7,2203.369140625,0.2412944883108139,2204.23779296875,2437.719355315483,0.3384478688240051,2437.3974609375,9.999999747378752e-05
8,728.5634155273438,0.24069955945014954,2200.411376953125,2436.7549762964786,0.323627769947052,2436.44970703125,9.999999747378752e-05
9,2933.203125,0.22500556707382202,2206.13037109375,2436.7032518823175,0.30999642610549927,2436.35595703125,9.999999747378752e-05
10,3806.9423828125,0.21454565227031708,2208.396728515625,2439.7905311082054,0.297885537147522,2439.5185546875,9.999999747378752e-05
11,1328.2742919921875,0.21188299357891083,2201.96826171875,2436.851997574705,0.28673055768013,2436.56884765625,9.999999747378752e-05
12,1311.91162109375,0.21486540138721466,2201.926025390625,2439.6405442882815,0.2777031362056732,2439.380126953125,9.999999747378752e-05
13,2963.0439453125,0.2063976675271988,2206.2060546875,2436.892050227337,0.26765942573547363,2436.62353515625,9.999999747378752e-05
14,3064.0234375,0.20398081839084625,2206.46826171875,2438.983424474984,0.2596633732318878,2438.74658203125,9.999999747378752e-05
15,934.2755737304688,0.2039044052362442,2200.945556640625,2435.6814950324424,0.2511524558067322,2435.45654296875,9.999999747378752e-05
16,2208.656494140625,0.19331999123096466,2204.249755859375,2439.817499745899,0.24482837319374084,2439.593505859375,9.999999747378752e-05
17,1604.481689453125,0.19734476506710052,2202.68359375,2435.2733742773144,0.23745259642601013,2435.0458984375,9.999999747378752e-05
18,1755.2740478515625,0.19747336208820343,2203.07470703125,2436.910085890534,0.23217026889324188,2436.68701171875,9.999999747378752e-05
19,2745.395263671875,0.18989382684230804,2205.642578125,2439.0145642302155,0.22626109421253204,2438.78515625,9.999999747378752e-05
